f1_distancia_promedio,f2_distancia_maxima,centros
4.080671554817162,129.804564,"Altamira, Casas, González, Matamoros, Méndez, Miguel Alemán, Reynosa, Río Bravo, San Fernando, Valle Hermoso"
3.721808806322683,197.327862,"Altamira, Casas, González, Matamoros, Méndez, Reynosa, Río Bravo, San Fernando, Soto la Marina, Valle Hermoso"
3.9182121727592514,146.150389,"Altamira, Camargo, Casas, González, Matamoros, Méndez, Reynosa, Río Bravo, San Fernando, Valle Hermoso"
4.196939079436624,128.460678,"Altamira, Casas, González, Matamoros, Méndez, Mier, Reynosa, Río Bravo, San Fernando, Valle Hermoso"
7.283771005422787,103.28924,"Camargo, González, Matamoros, Méndez, Nuevo Laredo, Reynosa, Río Bravo, San Fernando, Valle Hermoso, Victoria"
5.7324467559894,106.008269,"Altamira, González, Guerrero, Matamoros, Méndez, Reynosa, Río Bravo, San Fernando, Valle Hermoso, Victoria"
5.5995143367154245,122.698237,"Altamira, González, Matamoros, Méndez, Mier, Reynosa, Río Bravo, San Fernando, Valle Hermoso, Victoria"
9.19957393460242,91.820321,"González, Gustavo Díaz Ordaz, Llera, Matamoros, Méndez, Nuevo Laredo, Padilla, Río Bravo, San Fernando, Valle Hermoso"
5.138918504543778,125.23272,"Altamira, González, Güémez, Matamoros, Méndez, Mier, Reynosa, Río Bravo, San Fernando, Valle Hermoso"
11.40444728295083,81.44207,"Aldama, Camargo, Casas, Hidalgo, Matamoros, Nuevo Laredo, Ocampo, Río Bravo, San Fernando, Valle Hermoso"
14.72528219341643,67.706109,"Altamira, Camargo, Casas, Jaumave, El Mante, Matamoros, Nuevo Laredo, Río Bravo, San Carlos, San Fernando"
32.00210630251402,59.601168,"Abasolo, Aldama, Altamira, Camargo, Cruillas, Hidalgo, Jaumave, Nuevo Laredo, Río Bravo, Xicoténcatl"
13.246386565980444,74.208543,"Altamira, Camargo, Casas, González, Hidalgo, Matamoros, Nuevo Laredo, Río Bravo, San Fernando, Tula"
21.40274123119529,60.344421,"Altamira, Camargo, Casas, Cruillas, Hidalgo, El Mante, Matamoros, Nuevo Laredo, Palmillas, Río Bravo"
16.168281951252265,65.402652,"Altamira, Camargo, Hidalgo, Jiménez, El Mante, Matamoros, Nuevo Laredo, Río Bravo, San Fernando, Tula"
31.653979814872006,59.942255,"Aldama, Altamira, Camargo, Casas, Cruillas, Gómez Farías, Hidalgo, Jaumave, Nuevo Laredo, Río Bravo"
10.739392261767977,89.54682,"Casas, González, Gustavo Díaz Ordaz, Llera, Matamoros, Nuevo Laredo, Río Bravo, San Carlos, San Fernando, Valle Hermoso"
9.19487476044857,101.65538,"Camargo, Gómez Farías, González, Matamoros, Méndez, Nuevo Laredo, Padilla, Río Bravo, San Fernando, Valle Hermoso"
21.379410827253334,64.305504,"Altamira, Camargo, Casas, Cruillas, Hidalgo, Matamoros, Nuevo Laredo, Río Bravo, Tula, Xicoténcatl"
