p,semilla,fitness,centros
3,0,32.56141237266288,"González, Río Bravo, San Fernando"
5,0,16.62166718898823,"González, Matamoros, Río Bravo, San Fernando, Valle Hermoso"
7,0,9.639804742129789,"Casas, González, Matamoros, Méndez, Río Bravo, San Fernando, Valle Hermoso"
10,0,3.721808806322683,"Altamira, Casas, González, Matamoros, Méndez, Reynosa, Río Bravo, San Fernando, Soto la Marina, Valle Hermoso"
